C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_391.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_391.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_391.jpg,0,0,0,4.481532E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_459.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_459.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_459.jpg,0,0,0,2.526193E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_529.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_529.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_529.jpg,0,0,0,8.319645E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_598.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_598.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_598.jpg,0,0,0,1.456986E-05
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_668.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_668.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_668.jpg,0,0,0,6.389029E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_737.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_737.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_737.jpg,0,0,0,1.364254E-05
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_807.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_807.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_807.jpg,0,0,0,3.406333E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_877.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_877.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_877.jpg,0,0,0,4.132643E-06
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_28_947.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_28_947.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_28_947.jpg,0,0,0,3.785239E-05
C:\Users\cttc\Desktop\project\img\IMG\center_2019_12_30_10_16_29_016.jpg,C:\Users\cttc\Desktop\project\img\IMG\left_2019_12_30_10_16_29_016.jpg,C:\Users\cttc\Desktop\project\img\IMG\right_2019_12_30_10_16_29_016.jpg,0,0,0,7.199875E-06
